id,name,type,breed,age,energy_level,size,good_with_kids,health_condition,other_pets_compatibility,environment_suitability,special_needs,location
1805,Pet1805,Dog,Beagle,2,2,Small,Yes,Neutered,Maybe,Apartment,Mobility issue,Los Angeles
1806,Pet1806,Cat,Maine Coon,9,3,Large,No,Vaccinated,Yes,House,None,San Diego
1807,Pet1807,Dog,Poodle,8,1,Medium,Yes,Neutered,Yes,House,Behavioral support,Dallas
1808,Pet1808,Cat,Siamese,10,2,Small,Yes,Allergies,Maybe,House,Mobility issue,Philadelphia
1809,Pet1809,Dog,Poodle,5,3,Small,No,Neutered,Yes,House,Behavioral support,Dallas
1810,Pet1810,Cat,Siamese,9,2,Medium,No,None,Maybe,House,Mobility issue,New York
1811,Pet1811,Cat,Maine Coon,4,2,Medium,No,Neutered,Yes,Farm,Behavioral support,Houston
1812,Pet1812,Dog,Beagle,4,1,Medium,No,None,No,House,Behavioral support,Philadelphia
1813,Pet1813,Dog,Labrador,5,3,Medium,Yes,Allergies,Maybe,House,None,Houston
1814,Pet1814,Dog,German Shepherd,2,2,Medium,Yes,Allergies,No,Apartment,Behavioral support,New York
1815,Pet1815,Cat,Sphynx,10,2,Large,No,None,No,Apartment,Mobility issue,Los Angeles
1816,Pet1816,Dog,Poodle,10,2,Medium,No,None,No,House,None,Philadelphia
1817,Pet1817,Cat,Maine Coon,8,1,Large,No,Neutered,Yes,House,None,San Jose
1818,Pet1818,Dog,Bulldog,9,2,Medium,Yes,Neutered,Maybe,Apartment,None,Dallas
1819,Pet1819,Cat,Bengal,9,2,Large,No,Vaccinated,No,House,None,San Jose
1820,Pet1820,Dog,Poodle,2,1,Large,Yes,None,Maybe,House,Mobility issue,San Jose
1821,Pet1821,Cat,Bengal,8,2,Large,No,None,Yes,Farm,Mobility issue,San Jose
1822,Pet1822,Cat,Persian,7,1,Medium,No,Neutered,Maybe,House,Mobility issue,Los Angeles
1823,Pet1823,Dog,Poodle,4,2,Small,Yes,None,Yes,Apartment,None,New York
1824,Pet1824,Cat,Sphynx,3,2,Small,Yes,Neutered,Yes,Farm,Mobility issue,New York
1825,Pet1825,Dog,Beagle,10,3,Small,No,Allergies,No,Apartment,Behavioral support,New York
1826,Pet1826,Cat,Sphynx,5,3,Small,Yes,None,Maybe,House,None,Chicago
1827,Pet1827,Dog,Bulldog,8,3,Medium,No,Neutered,Maybe,House,Mobility issue,Chicago
1828,Pet1828,Cat,Persian,8,3,Small,Yes,None,No,House,None,Dallas
1829,Pet1829,Cat,Maine Coon,9,2,Medium,Yes,Vaccinated,Yes,Farm,None,Dallas
1830,Pet1830,Dog,Bulldog,3,2,Medium,No,Neutered,Maybe,Apartment,Behavioral support,Houston
1831,Pet1831,Cat,Bengal,5,1,Medium,No,Vaccinated,No,Farm,Behavioral support,Dallas
1832,Pet1832,Cat,Sphynx,7,1,Large,Yes,Vaccinated,Yes,Farm,None,Chicago
1833,Pet1833,Dog,Labrador,4,1,Medium,Yes,Vaccinated,Maybe,Farm,Behavioral support,Dallas
1834,Pet1834,Cat,Bengal,4,3,Large,Yes,None,Maybe,Farm,Behavioral support,Chicago
1835,Pet1835,Cat,Persian,2,2,Small,No,Allergies,No,Apartment,None,Los Angeles
1836,Pet1836,Cat,Sphynx,7,2,Medium,Yes,None,Yes,Apartment,Mobility issue,Chicago
1837,Pet1837,Dog,Poodle,1,1,Medium,Yes,Vaccinated,Yes,Farm,Behavioral support,Phoenix
1838,Pet1838,Cat,Siamese,3,1,Small,Yes,Vaccinated,Yes,Farm,Behavioral support,Philadelphia
1839,Pet1839,Cat,Maine Coon,5,1,Medium,No,None,Maybe,Apartment,None,Los Angeles
1840,Pet1840,Dog,Bulldog,7,2,Small,No,Allergies,Maybe,Farm,Mobility issue,Los Angeles
1841,Pet1841,Cat,Persian,7,3,Large,No,Allergies,No,Apartment,Mobility issue,Houston
1842,Pet1842,Cat,Siamese,8,3,Medium,No,Neutered,Yes,Apartment,None,Philadelphia
1843,Pet1843,Cat,Persian,4,3,Large,Yes,None,Maybe,Farm,None,New York
1844,Pet1844,Cat,Siamese,2,2,Medium,No,Neutered,Yes,Apartment,Behavioral support,San Diego
1845,Pet1845,Dog,Bulldog,9,2,Large,Yes,None,Yes,Apartment,Behavioral support,New York
1846,Pet1846,Dog,German Shepherd,7,2,Large,No,Neutered,Yes,Farm,Mobility issue,Philadelphia
1847,Pet1847,Dog,German Shepherd,3,1,Small,Yes,Allergies,Yes,Apartment,Mobility issue,Chicago
1848,Pet1848,Cat,Siamese,5,3,Large,Yes,None,Maybe,House,None,Chicago
1849,Pet1849,Dog,Bulldog,9,3,Medium,No,Vaccinated,Yes,House,Mobility issue,San Jose
1850,Pet1850,Cat,Siamese,5,3,Small,Yes,None,No,House,Behavioral support,Los Angeles
1851,Pet1851,Cat,Persian,5,3,Medium,Yes,None,Yes,House,Mobility issue,Philadelphia
1852,Pet1852,Dog,German Shepherd,9,1,Large,Yes,Neutered,No,Farm,None,San Diego
1853,Pet1853,Cat,Persian,7,3,Medium,No,Neutered,No,House,Mobility issue,Phoenix
1854,Pet1854,Dog,Bulldog,5,3,Medium,No,Neutered,Maybe,House,Behavioral support,San Diego
1855,Pet1855,Dog,Bulldog,7,3,Medium,Yes,Vaccinated,Yes,Farm,None,New York
1856,Pet1856,Dog,Bulldog,9,3,Small,No,Neutered,No,House,None,San Antonio
1857,Pet1857,Dog,Labrador,1,3,Medium,Yes,Vaccinated,No,Farm,Behavioral support,San Diego
1858,Pet1858,Dog,Poodle,7,1,Medium,Yes,None,No,Farm,None,Chicago
1859,Pet1859,Dog,Bulldog,5,3,Small,Yes,Neutered,No,Farm,Mobility issue,New York
1860,Pet1860,Dog,Bulldog,1,1,Large,No,Neutered,No,Apartment,Mobility issue,Los Angeles
1861,Pet1861,Cat,Persian,3,2,Medium,Yes,Allergies,No,House,Behavioral support,San Jose
1862,Pet1862,Dog,Labrador,2,3,Medium,Yes,Neutered,Yes,House,None,Dallas
1863,Pet1863,Cat,Bengal,5,1,Small,Yes,Allergies,Maybe,House,None,San Antonio
1864,Pet1864,Cat,Bengal,2,2,Small,Yes,Neutered,Yes,House,Mobility issue,Phoenix
1865,Pet1865,Cat,Persian,7,2,Small,Yes,Neutered,Yes,Farm,None,New York
1866,Pet1866,Dog,Labrador,7,2,Medium,No,Vaccinated,Maybe,House,Behavioral support,Chicago
1867,Pet1867,Cat,Sphynx,8,1,Large,No,Allergies,No,Farm,Mobility issue,Phoenix
1868,Pet1868,Dog,Beagle,2,2,Large,No,Neutered,Maybe,Farm,None,New York
1869,Pet1869,Cat,Bengal,6,2,Large,Yes,Neutered,No,Apartment,None,San Jose
1870,Pet1870,Cat,Sphynx,1,2,Medium,Yes,Neutered,Maybe,House,Mobility issue,Dallas
1871,Pet1871,Cat,Sphynx,4,2,Medium,Yes,Neutered,Maybe,Apartment,Mobility issue,Houston
1872,Pet1872,Dog,Poodle,4,2,Medium,Yes,Neutered,Yes,Apartment,Mobility issue,San Antonio
1873,Pet1873,Cat,Siamese,3,1,Medium,No,Allergies,Yes,Farm,None,Dallas
1874,Pet1874,Cat,Persian,8,1,Small,Yes,Neutered,No,Apartment,Behavioral support,Los Angeles
1875,Pet1875,Cat,Siamese,3,1,Small,No,Vaccinated,Yes,House,None,Los Angeles
1876,Pet1876,Cat,Maine Coon,6,3,Medium,Yes,Allergies,Maybe,Farm,Mobility issue,Phoenix
1877,Pet1877,Dog,Beagle,5,2,Medium,No,Vaccinated,Yes,Farm,None,Chicago
1878,Pet1878,Cat,Maine Coon,2,1,Medium,Yes,Vaccinated,No,Farm,Mobility issue,San Jose
1879,Pet1879,Dog,Beagle,6,1,Medium,Yes,Allergies,Maybe,House,Mobility issue,San Jose
1880,Pet1880,Cat,Siamese,6,3,Medium,No,Allergies,No,Apartment,Behavioral support,San Antonio
1881,Pet1881,Dog,Beagle,9,3,Large,Yes,Allergies,No,Apartment,Mobility issue,San Antonio
1882,Pet1882,Dog,Poodle,3,1,Large,No,None,Yes,House,Mobility issue,New York
1883,Pet1883,Dog,Poodle,7,1,Medium,Yes,Allergies,Yes,Apartment,Behavioral support,San Jose
1884,Pet1884,Cat,Sphynx,6,3,Large,No,None,No,Apartment,Behavioral support,Houston
1885,Pet1885,Dog,Poodle,1,3,Small,Yes,Vaccinated,Yes,Apartment,Behavioral support,San Antonio
1886,Pet1886,Dog,Labrador,4,3,Small,No,Vaccinated,Maybe,Farm,Mobility issue,New York
1887,Pet1887,Cat,Bengal,2,2,Small,Yes,None,Maybe,House,None,Dallas
1888,Pet1888,Cat,Siamese,9,3,Medium,No,Vaccinated,No,Farm,Mobility issue,San Jose
1889,Pet1889,Cat,Maine Coon,7,3,Large,Yes,None,No,Apartment,None,New York
1890,Pet1890,Dog,Poodle,3,3,Medium,Yes,Vaccinated,Maybe,Farm,None,Los Angeles
1891,Pet1891,Cat,Bengal,3,3,Small,No,Neutered,No,House,Behavioral support,New York
1892,Pet1892,Cat,Sphynx,4,3,Large,Yes,Neutered,Yes,House,None,San Diego
1893,Pet1893,Cat,Siamese,5,2,Medium,Yes,None,No,Apartment,Behavioral support,San Antonio
1894,Pet1894,Cat,Maine Coon,10,1,Medium,No,None,No,House,Mobility issue,Dallas
1895,Pet1895,Cat,Bengal,2,1,Medium,No,Allergies,No,Apartment,Behavioral support,San Jose
1896,Pet1896,Cat,Bengal,4,2,Small,Yes,Vaccinated,Maybe,Farm,Behavioral support,Houston
1897,Pet1897,Dog,Labrador,1,1,Medium,No,None,No,Apartment,Mobility issue,San Diego
1898,Pet1898,Cat,Bengal,4,1,Large,Yes,Vaccinated,No,House,None,Dallas
1899,Pet1899,Cat,Siamese,10,1,Medium,Yes,Allergies,No,Farm,Behavioral support,Chicago
1900,Pet1900,Dog,Labrador,3,2,Large,Yes,Neutered,No,House,Behavioral support,Philadelphia
1901,Pet1901,Dog,Labrador,6,2,Large,Yes,Vaccinated,Maybe,Farm,None,Dallas
1902,Pet1902,Dog,German Shepherd,8,2,Large,No,Neutered,Maybe,Farm,Behavioral support,Chicago
1903,Pet1903,Cat,Bengal,2,2,Small,Yes,Neutered,No,Apartment,None,Houston
1904,Pet1904,Dog,Labrador,1,3,Small,No,Neutered,No,Apartment,None,Phoenix
1905,Pet1905,Dog,Labrador,8,3,Large,No,Vaccinated,No,Farm,None,San Antonio
1906,Pet1906,Cat,Maine Coon,7,2,Small,No,Neutered,No,Apartment,None,San Jose
1907,Pet1907,Cat,Persian,3,2,Small,No,Allergies,Maybe,House,Mobility issue,New York
1908,Pet1908,Dog,Beagle,4,1,Small,Yes,Allergies,Yes,House,Behavioral support,San Diego
1909,Pet1909,Cat,Siamese,3,2,Small,No,Vaccinated,No,Apartment,None,Chicago
1910,Pet1910,Dog,Bulldog,2,2,Medium,No,Vaccinated,Maybe,Farm,Mobility issue,Chicago
1911,Pet1911,Dog,German Shepherd,3,2,Large,No,Allergies,No,Farm,None,New York
1912,Pet1912,Cat,Persian,7,1,Medium,Yes,None,No,Farm,Behavioral support,Dallas
1913,Pet1913,Cat,Maine Coon,5,1,Small,Yes,Neutered,No,Farm,None,Chicago
1914,Pet1914,Cat,Sphynx,9,2,Small,Yes,Neutered,No,Apartment,Behavioral support,Los Angeles
1915,Pet1915,Cat,Maine Coon,1,1,Small,Yes,Vaccinated,Maybe,Apartment,Behavioral support,San Antonio
1916,Pet1916,Dog,Bulldog,2,3,Small,No,Vaccinated,No,Apartment,Mobility issue,Phoenix
1917,Pet1917,Cat,Siamese,9,3,Large,Yes,Vaccinated,Maybe,Farm,Mobility issue,Philadelphia
1918,Pet1918,Cat,Sphynx,3,2,Large,No,None,Maybe,Farm,None,Houston
1919,Pet1919,Cat,Siamese,1,1,Medium,Yes,Allergies,Yes,Apartment,Mobility issue,Dallas
1920,Pet1920,Dog,Labrador,9,3,Small,No,Vaccinated,No,Apartment,None,Houston
1921,Pet1921,Dog,Bulldog,2,2,Large,Yes,Allergies,No,House,Mobility issue,Dallas
1922,Pet1922,Cat,Bengal,1,3,Large,No,Vaccinated,No,House,Mobility issue,Phoenix
1923,Pet1923,Cat,Sphynx,4,1,Small,Yes,Vaccinated,No,House,Behavioral support,Phoenix
1924,Pet1924,Cat,Bengal,3,1,Medium,No,None,Maybe,House,Mobility issue,San Diego
1925,Pet1925,Cat,Siamese,4,1,Medium,No,Allergies,Maybe,Farm,None,San Jose
1926,Pet1926,Cat,Siamese,10,1,Small,Yes,Neutered,No,Farm,None,Phoenix
1927,Pet1927,Dog,Beagle,7,2,Small,Yes,None,Yes,Apartment,Mobility issue,San Antonio
1928,Pet1928,Cat,Maine Coon,4,1,Large,Yes,Allergies,No,House,Mobility issue,Los Angeles
1929,Pet1929,Dog,Labrador,1,3,Large,No,Allergies,No,House,Mobility issue,Chicago
1930,Pet1930,Cat,Persian,7,1,Medium,No,Vaccinated,Yes,House,Behavioral support,Phoenix
1931,Pet1931,Cat,Bengal,10,2,Large,No,Allergies,Maybe,House,None,Los Angeles
1932,Pet1932,Cat,Siamese,4,2,Small,Yes,Vaccinated,No,House,Mobility issue,Los Angeles
1933,Pet1933,Cat,Bengal,4,3,Medium,No,Allergies,Maybe,Apartment,Mobility issue,New York
1934,Pet1934,Cat,Sphynx,2,1,Small,No,Vaccinated,Maybe,Farm,Behavioral support,New York
1935,Pet1935,Dog,Bulldog,10,1,Small,Yes,Allergies,No,House,Mobility issue,Philadelphia
1936,Pet1936,Cat,Sphynx,7,2,Medium,Yes,Neutered,Yes,Farm,None,Dallas
1937,Pet1937,Cat,Sphynx,7,3,Medium,No,Neutered,Yes,Farm,Mobility issue,San Diego
1938,Pet1938,Dog,Beagle,4,2,Small,Yes,Vaccinated,No,Farm,None,San Jose
1939,Pet1939,Dog,Poodle,7,2,Small,No,Vaccinated,Maybe,Farm,Behavioral support,San Diego
1940,Pet1940,Dog,Labrador,8,1,Large,No,None,Maybe,Apartment,Behavioral support,Dallas
1941,Pet1941,Cat,Persian,4,3,Large,No,None,No,Farm,Mobility issue,San Jose
1942,Pet1942,Dog,Poodle,7,3,Medium,Yes,Allergies,Maybe,Apartment,Mobility issue,Phoenix
1943,Pet1943,Dog,Labrador,8,3,Medium,No,Vaccinated,No,Apartment,Behavioral support,Philadelphia
1944,Pet1944,Dog,Poodle,4,2,Medium,Yes,Vaccinated,Maybe,Apartment,Behavioral support,Chicago
1945,Pet1945,Cat,Siamese,7,3,Large,Yes,Allergies,No,House,Behavioral support,San Antonio
1946,Pet1946,Dog,German Shepherd,9,3,Large,No,Vaccinated,Yes,House,None,Philadelphia
1947,Pet1947,Cat,Bengal,1,1,Large,Yes,Allergies,Maybe,Apartment,Behavioral support,Los Angeles
1948,Pet1948,Cat,Bengal,10,1,Medium,No,Neutered,Maybe,Farm,Mobility issue,Philadelphia
1949,Pet1949,Dog,German Shepherd,3,2,Small,Yes,Vaccinated,Maybe,Apartment,Mobility issue,New York
1950,Pet1950,Dog,Bulldog,7,1,Medium,Yes,None,Yes,Farm,Behavioral support,Phoenix
1951,Pet1951,Dog,Beagle,2,1,Small,Yes,Neutered,Maybe,Apartment,None,Phoenix
1952,Pet1952,Cat,Sphynx,10,1,Large,No,None,Yes,Apartment,None,Houston
1953,Pet1953,Dog,Labrador,5,3,Medium,Yes,None,Maybe,House,None,Houston
1954,Pet1954,Cat,Maine Coon,6,3,Medium,Yes,Neutered,Yes,Apartment,None,Dallas
1955,Pet1955,Dog,Beagle,1,2,Small,Yes,None,No,Apartment,Behavioral support,San Antonio
1956,Pet1956,Dog,Beagle,1,1,Small,No,Allergies,Yes,Farm,None,San Antonio
1957,Pet1957,Dog,Poodle,9,1,Medium,Yes,None,No,House,Behavioral support,New York
1958,Pet1958,Dog,Beagle,4,3,Large,Yes,Neutered,Maybe,Apartment,Behavioral support,Chicago
1959,Pet1959,Dog,Poodle,8,1,Small,No,Neutered,No,Farm,Behavioral support,San Jose
1960,Pet1960,Cat,Persian,3,2,Small,No,Allergies,No,House,None,Dallas
1961,Pet1961,Cat,Persian,7,3,Large,No,Vaccinated,Yes,Apartment,Behavioral support,Houston
1962,Pet1962,Dog,Labrador,7,2,Small,Yes,Allergies,Maybe,House,Behavioral support,Los Angeles
1963,Pet1963,Cat,Maine Coon,6,3,Large,Yes,None,Maybe,Apartment,Behavioral support,Dallas
1964,Pet1964,Cat,Sphynx,1,1,Medium,Yes,Neutered,Yes,Farm,None,Phoenix
1965,Pet1965,Cat,Persian,8,1,Small,No,Neutered,Maybe,House,Behavioral support,New York
1966,Pet1966,Dog,Beagle,4,2,Large,No,Vaccinated,Maybe,Apartment,Mobility issue,San Jose
1967,Pet1967,Cat,Maine Coon,10,3,Large,No,None,Yes,Farm,Behavioral support,San Jose
1968,Pet1968,Dog,German Shepherd,6,2,Large,No,Allergies,Yes,Farm,None,Chicago
1969,Pet1969,Cat,Bengal,5,3,Small,Yes,Vaccinated,No,Farm,Mobility issue,San Antonio
1970,Pet1970,Cat,Siamese,4,3,Large,No,Neutered,No,House,None,San Diego
1971,Pet1971,Cat,Siamese,2,1,Medium,No,Neutered,Yes,Apartment,Mobility issue,New York
1972,Pet1972,Dog,Bulldog,7,1,Small,Yes,Neutered,Maybe,House,None,Dallas
1973,Pet1973,Dog,German Shepherd,8,1,Small,Yes,Vaccinated,No,Farm,None,Dallas
1974,Pet1974,Dog,Labrador,3,3,Medium,Yes,None,No,House,None,Philadelphia
1975,Pet1975,Dog,Beagle,1,2,Small,Yes,Vaccinated,Maybe,House,Mobility issue,Dallas
1976,Pet1976,Cat,Persian,9,2,Medium,Yes,None,Maybe,Farm,Mobility issue,San Diego
1977,Pet1977,Cat,Persian,7,2,Small,Yes,Allergies,No,House,Mobility issue,New York
1978,Pet1978,Dog,Bulldog,2,1,Large,Yes,Allergies,Maybe,Farm,Behavioral support,Chicago
1979,Pet1979,Dog,Poodle,3,1,Large,Yes,Vaccinated,Yes,House,Mobility issue,San Diego
1980,Pet1980,Dog,Beagle,4,2,Small,Yes,Neutered,Yes,Farm,Mobility issue,Phoenix
1981,Pet1981,Dog,Bulldog,4,2,Medium,Yes,Vaccinated,No,Farm,Mobility issue,Dallas
1982,Pet1982,Dog,German Shepherd,2,2,Large,No,Neutered,Yes,House,Behavioral support,San Jose
1983,Pet1983,Cat,Sphynx,8,3,Large,No,Vaccinated,Yes,Apartment,Mobility issue,Phoenix
1984,Pet1984,Cat,Maine Coon,5,1,Small,No,Vaccinated,No,House,Behavioral support,San Jose
1985,Pet1985,Cat,Siamese,1,3,Large,No,Allergies,Maybe,House,None,New York
1986,Pet1986,Dog,Bulldog,2,2,Medium,No,Neutered,Maybe,House,None,Chicago
1987,Pet1987,Dog,German Shepherd,3,2,Small,Yes,Allergies,Yes,House,Mobility issue,San Jose
1988,Pet1988,Cat,Sphynx,10,3,Medium,Yes,Neutered,Yes,House,Mobility issue,Philadelphia
1989,Pet1989,Cat,Persian,4,3,Small,Yes,Vaccinated,No,Farm,None,Houston
1990,Pet1990,Cat,Bengal,5,1,Medium,No,Vaccinated,Maybe,Farm,Behavioral support,San Diego
1991,Pet1991,Cat,Persian,6,3,Large,Yes,Allergies,Yes,Apartment,Mobility issue,Los Angeles
1992,Pet1992,Cat,Persian,6,2,Large,No,Neutered,No,House,None,Dallas
1993,Pet1993,Dog,Poodle,1,1,Small,No,Allergies,Maybe,Farm,Mobility issue,Houston
1994,Pet1994,Dog,Bulldog,6,3,Large,Yes,None,Yes,Farm,Behavioral support,Los Angeles
1995,Pet1995,Cat,Persian,3,3,Small,No,Allergies,Maybe,House,None,Philadelphia
1996,Pet1996,Dog,Labrador,6,3,Medium,No,None,No,House,Behavioral support,San Jose
1997,Pet1997,Dog,Labrador,4,2,Large,Yes,Vaccinated,Maybe,House,Behavioral support,San Diego
1998,Pet1998,Cat,Persian,8,2,Medium,Yes,Vaccinated,No,Apartment,None,San Jose
1999,Pet1999,Cat,Sphynx,10,2,Small,Yes,Allergies,Maybe,Apartment,Mobility issue,Los Angeles
2000,Pet2000,Dog,Beagle,7,3,Large,No,Vaccinated,Yes,Farm,Mobility issue,Phoenix
2001,Pet2001,Cat,Bengal,2,1,Large,Yes,Vaccinated,Maybe,House,Behavioral support,San Antonio
2002,Pet2002,Dog,Labrador,4,3,Large,No,Neutered,No,Apartment,None,Philadelphia
2003,Pet2003,Cat,Siamese,4,1,Large,No,Allergies,Yes,Farm,Behavioral support,Dallas
2004,Pet2004,Cat,Sphynx,2,3,Medium,Yes,None,No,Farm,Mobility issue,New York
2005,Pet2005,Dog,Labrador,8,1,Medium,No,Allergies,No,House,Behavioral support,Phoenix
2006,Pet2006,Cat,Maine Coon,2,1,Medium,No,Neutered,Maybe,House,Mobility issue,San Antonio
2007,Pet2007,Cat,Maine Coon,4,2,Medium,No,Vaccinated,Maybe,House,Mobility issue,Phoenix
2008,Pet2008,Dog,Bulldog,10,3,Large,Yes,Allergies,Maybe,Farm,None,San Jose
2009,Pet2009,Dog,Poodle,10,3,Large,No,Allergies,Maybe,House,Behavioral support,Dallas
2010,Pet2010,Dog,Poodle,6,2,Large,Yes,None,No,Farm,Behavioral support,Houston
2011,Pet2011,Cat,Siamese,8,3,Small,Yes,None,Maybe,Farm,Mobility issue,San Diego
2012,Pet2012,Cat,Bengal,2,3,Large,Yes,Allergies,Maybe,Apartment,None,New York
2013,Pet2013,Cat,Sphynx,9,1,Medium,Yes,Neutered,Yes,Apartment,None,Dallas
2014,Pet2014,Cat,Maine Coon,1,1,Small,No,Allergies,Yes,Farm,Behavioral support,New York
2015,Pet2015,Dog,Beagle,2,1,Large,No,Allergies,Yes,Apartment,Behavioral support,Houston
2016,Pet2016,Cat,Maine Coon,2,2,Large,No,Neutered,No,Farm,None,New York
2017,Pet2017,Dog,Beagle,3,1,Medium,No,None,Yes,House,Behavioral support,San Jose
2018,Pet2018,Cat,Siamese,10,1,Large,No,Allergies,No,House,None,San Diego
2019,Pet2019,Dog,Beagle,1,1,Medium,Yes,None,No,Apartment,Mobility issue,San Antonio
2020,Pet2020,Cat,Maine Coon,6,3,Medium,No,None,Yes,Apartment,Mobility issue,Dallas
2021,Pet2021,Dog,German Shepherd,2,3,Small,No,Vaccinated,No,House,Mobility issue,San Diego
2022,Pet2022,Cat,Siamese,3,1,Small,Yes,Vaccinated,No,House,Behavioral support,Phoenix
2023,Pet2023,Cat,Sphynx,6,1,Large,Yes,Allergies,No,House,Behavioral support,Philadelphia
2024,Pet2024,Cat,Siamese,3,2,Small,No,None,Yes,House,Behavioral support,San Diego
2025,Pet2025,Cat,Persian,4,3,Small,No,None,Yes,Farm,None,San Jose
2026,Pet2026,Dog,Bulldog,7,1,Small,Yes,Neutered,No,Farm,Behavioral support,Chicago
2027,Pet2027,Cat,Sphynx,1,1,Large,Yes,Neutered,Yes,Farm,Behavioral support,Philadelphia
2028,Pet2028,Cat,Siamese,7,1,Medium,Yes,None,Maybe,House,Mobility issue,Los Angeles
2029,Pet2029,Cat,Siamese,3,1,Small,Yes,Neutered,No,House,None,New York
2030,Pet2030,Cat,Bengal,10,2,Small,Yes,None,Yes,Farm,Mobility issue,Dallas
2031,Pet2031,Dog,Beagle,4,3,Large,Yes,Neutered,Maybe,House,None,San Jose
2032,Pet2032,Dog,Labrador,1,2,Small,Yes,None,Yes,Apartment,Mobility issue,San Antonio
2033,Pet2033,Dog,Labrador,9,1,Small,Yes,None,No,Farm,Behavioral support,Chicago
2034,Pet2034,Cat,Siamese,6,2,Large,No,None,Maybe,Farm,None,San Diego
2035,Pet2035,Dog,German Shepherd,3,1,Medium,Yes,Neutered,Yes,Farm,None,Dallas
2036,Pet2036,Dog,Labrador,3,2,Large,Yes,Allergies,No,House,None,San Antonio
2037,Pet2037,Cat,Sphynx,10,2,Small,No,None,No,Apartment,None,San Antonio
2038,Pet2038,Dog,Poodle,5,2,Small,No,Allergies,Yes,House,Behavioral support,Houston
2039,Pet2039,Cat,Sphynx,8,3,Medium,No,None,Maybe,Farm,Behavioral support,New York
2040,Pet2040,Cat,Siamese,10,2,Medium,No,None,No,House,Mobility issue,San Antonio
2041,Pet2041,Dog,Beagle,10,3,Large,No,Neutered,Maybe,House,Mobility issue,San Antonio
2042,Pet2042,Dog,German Shepherd,3,3,Small,No,Vaccinated,Maybe,Farm,Behavioral support,Phoenix
2043,Pet2043,Dog,Poodle,1,1,Medium,Yes,None,Yes,Farm,None,San Antonio
2044,Pet2044,Dog,Bulldog,7,3,Large,No,Vaccinated,Yes,Apartment,None,San Antonio
2045,Pet2045,Cat,Maine Coon,8,3,Medium,Yes,Neutered,No,Farm,None,Houston
2046,Pet2046,Dog,Beagle,5,1,Large,No,Neutered,No,Farm,None,Phoenix
2047,Pet2047,Dog,Poodle,1,1,Large,Yes,Allergies,Maybe,Apartment,None,San Diego
2048,Pet2048,Dog,Labrador,8,1,Large,No,None,Yes,House,Mobility issue,New York
2049,Pet2049,Cat,Bengal,2,3,Small,No,Allergies,Yes,House,Mobility issue,Houston
2050,Pet2050,Cat,Sphynx,10,2,Large,No,None,No,Farm,Mobility issue,Phoenix
2051,Pet2051,Cat,Siamese,1,2,Small,Yes,Vaccinated,Maybe,Apartment,Mobility issue,San Diego
2052,Pet2052,Dog,Labrador,8,3,Large,No,Vaccinated,Maybe,Apartment,Mobility issue,Philadelphia
2053,Pet2053,Dog,Beagle,6,3,Medium,No,Neutered,Maybe,Farm,Mobility issue,San Jose
2054,Pet2054,Dog,Labrador,2,1,Large,Yes,None,No,Farm,None,San Diego
2055,Pet2055,Cat,Bengal,6,3,Small,No,Allergies,Maybe,Farm,Behavioral support,Phoenix
2056,Pet2056,Cat,Persian,6,1,Medium,No,Neutered,Yes,House,Mobility issue,San Antonio
2057,Pet2057,Cat,Siamese,6,3,Small,No,Allergies,Yes,Farm,Behavioral support,Los Angeles
2058,Pet2058,Dog,Beagle,8,3,Small,No,None,No,Farm,None,San Jose
2059,Pet2059,Cat,Bengal,9,1,Large,No,Vaccinated,Maybe,House,Behavioral support,San Diego
2060,Pet2060,Dog,Poodle,5,3,Large,Yes,Allergies,Maybe,House,None,San Antonio
2061,Pet2061,Dog,Bulldog,5,3,Large,Yes,Vaccinated,Yes,House,None,San Antonio
2062,Pet2062,Dog,Bulldog,1,3,Medium,No,Allergies,No,House,Mobility issue,San Jose
2063,Pet2063,Cat,Persian,3,2,Medium,Yes,Allergies,Yes,House,None,San Jose
2064,Pet2064,Dog,Labrador,2,1,Large,Yes,Allergies,Maybe,Apartment,None,Phoenix
2065,Pet2065,Cat,Bengal,9,3,Large,No,Neutered,Yes,Apartment,Mobility issue,Philadelphia
2066,Pet2066,Cat,Siamese,9,3,Small,Yes,None,Maybe,Farm,Mobility issue,Phoenix
2067,Pet2067,Dog,Labrador,3,1,Large,No,Allergies,Yes,House,None,San Diego
2068,Pet2068,Dog,Labrador,6,2,Medium,Yes,None,Maybe,Apartment,None,San Jose
2069,Pet2069,Dog,Labrador,5,2,Large,No,Allergies,No,House,Behavioral support,New York
2070,Pet2070,Cat,Persian,10,1,Medium,Yes,None,Maybe,Farm,Behavioral support,San Diego
2071,Pet2071,Dog,Labrador,5,2,Small,No,Neutered,No,House,None,New York
2072,Pet2072,Cat,Maine Coon,3,3,Small,No,None,No,Farm,None,Dallas
2073,Pet2073,Cat,Sphynx,9,3,Medium,No,Allergies,No,House,Behavioral support,Dallas
2074,Pet2074,Cat,Bengal,5,1,Small,No,Vaccinated,Yes,Farm,Mobility issue,San Jose
2075,Pet2075,Dog,Poodle,1,3,Medium,No,Neutered,Maybe,House,Behavioral support,Los Angeles
2076,Pet2076,Dog,Bulldog,7,1,Large,Yes,Vaccinated,Yes,House,None,Phoenix
2077,Pet2077,Cat,Bengal,10,1,Medium,No,None,Yes,Apartment,Behavioral support,San Antonio
